filename,irradiance
DOERP_20220620124730_160.jpg,403.6
OLHOL_20220620161730_160.jpg,551.1
PVNOR_20220620162330_160.jpg,192.3
LEEER_20220620145200_160.jpg,47.5
OLTIR_20220620152800_160.jpg,563.3
OLTIR_20220620142600_160.jpg,522.5
PVRAS_20220620112730_160.jpg,249.9
EMSTE_20220620183500_160.jpg,41.7
OLBFE_20220620045730_160.jpg,174.5
OLMAR_20220620172700_160.jpg,314.4
OLUOL_20220620034715_160.jpg,19.9
PVNOR_20220620141330_160.jpg,345.4
VAREL_20220620200430_160.jpg,1.4
PAPEN_20220620195000_160.jpg,6.7
PVNOR_20220620073400_160.jpg,571.3
PVNOR_20220620183930_160.jpg,117.2
BAZWI_20220620163100_160.jpg,543.6
VAREL_20220620080400_160.jpg,197.5
WESTE_20220620120530_160.jpg,288.1
OLEMS_20220620053000_160.jpg,254.2
VAREL_20220620092900_160.jpg,893.4
VAREL_20220620123830_160.jpg,922.5
OLTIR_20220620060330_160.jpg,339.1
EMSTE_20220620060430_160.jpg,349.3
ESREF_20220620032830_160.jpg,11.2
ESENS_20220620200030_160.jpg,1.7
LEEER_20220620190730_160.jpg,57.2
PAPEN_20220620200800_160.jpg,1.1
OLDLR_20220620083630_160.jpg,594.2
OLEMS_20220620041030_160.jpg,110.6
OLDLR_20220620135030_160.jpg,103.1
OLMAR_20220620112530_160.jpg,344.2
OLDLR_20220620050700_160.jpg,214.0
OLFLE_20220620153300_160.jpg,169.2
PVNOR_20220620131430_160.jpg,452.1
BAZWI_20220620195600_160.jpg,4.6
WESTE_20220620030530_160.jpg,1.8
OLDLR_20220620081700_160.jpg,780.1
OLHOL_20220620033600_160.jpg,13.9
PVRAS_20220620082500_160.jpg,295.1
OLDLR_20220620200930_160.jpg,1.0
PVNOR_20220620073830_160.jpg,590.1
OLHOL_20220620191000_160.jpg,40.7
WESTE_20220620131530_160.jpg,326.3
OLMAR_20220620103800_160.jpg,885.2
OLTIR_20220620183030_160.jpg,114.6
PVAMM_20220620123400_160.jpg,599.2
OLMAR_20220620180230_160.jpg,217.5
DOERP_20220620071000_160.jpg,108.0
OLDLR_20220620025500_160.jpg,1.2
PVAMM_20220620025030_160.jpg,0.9
PVRAS_20220620130930_160.jpg,570.9
OLDLR_20220620025100_160.jpg,1.0
OLFLE_20220620064630_160.jpg,150.2
OLETZ_20220620175230_160.jpg,195.3
LEEER_20220620072630_160.jpg,127.2
WESTE_20220620033800_160.jpg,14.9
OLBFE_20220620121900_160.jpg,363.5
DOERP_20220620065430_160.jpg,230.7
VAREL_20220620132030_160.jpg,250.1
OLDLR_20220620150300_160.jpg,156.5
ESREF_20220620144130_160.jpg,114.6
AURIC_20220620184900_160.jpg,96.9
OLBFE_20220620032130_160.jpg,10.1
OLMAR_20220620121900_160.jpg,363.5
VAREL_20220620042630_160.jpg,41.6
BARSE_20220620115700_160.jpg,317.4
OLEMS_20220620135000_160.jpg,110.0
OLFLE_20220620164400_160.jpg,429.2
VAREL_20220620075730_160.jpg,678.5
WESTE_20220620070630_160.jpg,222.5
BAZWI_20220620145630_160.jpg,56.5
OLJET_20220620025930_160.jpg,1.4
OLTIR_20220620150630_160.jpg,191.2
OLETZ_20220620034000_160.jpg,16.1
OLETZ_20220620070030_160.jpg,222.3
BAZWI_20220620121700_160.jpg,933.3
OLHOL_20220620025600_160.jpg,1.2
ESREF_20220620155500_160.jpg,128.3
BARSE_20220620160330_160.jpg,203.1
OLETZ_20220620082430_160.jpg,279.1
OLEMS_20220620092730_160.jpg,814.2
OLTWE_20220620105600_160.jpg,965.0
OLTIR_20220620124230_160.jpg,824.5
OLMAR_20220620062800_160.jpg,97.1
VAREL_20220620175130_160.jpg,248.1
PVNOR_20220620104630_160.jpg,225.3
LEEER_20220620160430_160.jpg,382.6
PVNOR_20220620034100_160.jpg,16.7
BAZWI_20220620032930_160.jpg,11.3
BARSE_20220620170800_160.jpg,160.9
OLETZ_20220620150700_160.jpg,200.0
PVNOR_20220620083130_160.jpg,304.2
OLUOL_20220620060345_160.jpg,349.3
OLFLE_20220620145200_160.jpg,47.5
PVNOR_20220620145730_160.jpg,71.1
OLDLR_20220620121400_160.jpg,297.0
WESTE_20220620200900_160.jpg,1.0
PVNOR_20220620051930_160.jpg,210.6
AURIC_20220620193530_160.jpg,13.2
OLETZ_20220620123400_160.jpg,599.2
VAREL_20220620173900_160.jpg,280.3
OLTWE_20220620200500_160.jpg,1.4
LEEER_20220620173600_160.jpg,178.5
AURIC_20220620032500_160.jpg,10.9
OLDLR_20220620104730_160.jpg,603.8
BAZWI_20220620051830_160.jpg,233.4
OLHOL_20220620200200_160.jpg,1.5
OLEMS_20220620124200_160.jpg,824.5
OLDLR_20220620072000_160.jpg,130.0
EMSTE_20220620191900_160.jpg,22.4
OLHOL_20220620101930_160.jpg,243.1
OLBFE_20220620151130_160.jpg,180.3
PVRAS_20220620073600_160.jpg,576.9
WESTE_20220620064900_160.jpg,219.3
PVNOR_20220620122230_160.jpg,278.9
OLFLE_20220620135500_160.jpg,102.2
WESTE_20220620100330_160.jpg,724.2
ESENS_20220620180730_160.jpg,96.1
PVNOR_20220620175200_160.jpg,248.1
EMSTE_20220620133830_160.jpg,347.1
OLUOL_20220620183830_160.jpg,116.1
OLTIR_20220620072700_160.jpg,127.2
OLJET_20220620061700_160.jpg,224.1
OLHOL_20220620122600_160.jpg,293.4
LEEER_20220620035400_160.jpg,56.2
DOERP_20220620042130_160.jpg,46.9
VAREL_20220620060530_160.jpg,361.1
OLJET_20220620025600_160.jpg,1.2
OLTIR_20220620032400_160.jpg,10.7
OLBFE_20220620025330_160.jpg,1.0
PVNOR_20220620062700_160.jpg,97.6
PVRAS_20220620153600_160.jpg,624.7
PVAMM_20220620071600_160.jpg,113.1
OLUOL_20220620190545_160.jpg,58.7
EMSTE_20220620191600_160.jpg,28.0
ESREF_20220620174630_160.jpg,272.4
LEEER_20220620063230_160.jpg,75.5
OLDLR_20220620175600_160.jpg,197.0
OLHOL_20220620080700_160.jpg,771.6
PVAMM_20220620140530_160.jpg,613.2
OLTIR_20220620050330_160.jpg,196.3
OLTIR_20220620200030_160.jpg,1.7
OLFLE_20220620100030_160.jpg,743.3
VAREL_20220620200500_160.jpg,1.4
BARSE_20220620104600_160.jpg,225.3
OLDLR_20220620072100_160.jpg,117.8
PVAMM_20220620150030_160.jpg,112.3
SOEGE_20220620033000_160.jpg,11.4
PVAMM_20220620191330_160.jpg,35.4
OLMAR_20220620130100_160.jpg,400.1
PVNOR_20220620165300_160.jpg,344.6
BARSE_20220620141100_160.jpg,466.5
BARSE_20220620141600_160.jpg,759.9
SOEGE_20220620185930_160.jpg,30.3
OLHOL_20220620142830_160.jpg,348.2
ESREF_20220620071830_160.jpg,135.8
OLFLE_20220620151300_160.jpg,200.3
OLTIR_20220620080630_160.jpg,771.6
PVAMM_20220620075600_160.jpg,654.4
OLDLR_20220620082600_160.jpg,456.4
OLFLE_20220620111530_160.jpg,1101.9
DOERP_20220620040600_160.jpg,97.6
OLEMS_20220620112030_160.jpg,329.6
PVNOR_20220620085300_160.jpg,887.0
BARSE_20220620063930_160.jpg,138.2
PVNOR_20220620060100_160.jpg,333.8
OLBFE_20220620170430_160.jpg,129.0
DOERP_20220620151730_160.jpg,252.8
BARSE_20220620110600_160.jpg,1013.0
BARSE_20220620143800_160.jpg,158.3
OLFLE_20220620093530_160.jpg,212.0
OLFLE_20220620184400_160.jpg,48.5
OLJET_20220620045730_160.jpg,174.5
VAREL_20220620083330_160.jpg,322.9
DOERP_20220620093200_160.jpg,572.1
OLDON_20220620201000_160.jpg,1.0
PVAMM_20220620160300_160.jpg,203.1
OLTWE_20220620200700_160.jpg,1.2
OLDLR_20220620171030_160.jpg,257.3
VAREL_20220620143500_160.jpg,194.9
VAREL_20220620050030_160.jpg,189.7
OLTIR_20220620061600_160.jpg,423.0
OLHOL_20220620095930_160.jpg,363.3
PVNOR_20220620084230_160.jpg,756.8
PVRAS_20220620064130_160.jpg,123.0
WESTE_20220620135900_160.jpg,202.4
OLFLE_20220620034200_160.jpg,17.4
BARSE_20220620025400_160.jpg,1.1
OLETZ_20220620121130_160.jpg,257.4
PVAMM_20220620154130_160.jpg,162.3
OLBFE_20220620125200_160.jpg,308.6
VAREL_20220620185530_160.jpg,40.5
LEEER_20220620130500_160.jpg,252.1
OLHOL_20220620050430_160.jpg,199.5
PVAMM_20220620192830_160.jpg,16.9
EMSTE_20220620111400_160.jpg,1106.4
OLHOL_20220620175500_160.jpg,265.7
OLUOL_20220620035945_160.jpg,81.8
PVNOR_20220620040930_160.jpg,107.2
WESTE_20220620190900_160.jpg,42.4
OLMAR_20220620141630_160.jpg,742.7
PVAMM_20220620085600_160.jpg,943.6
OLETZ_20220620144900_160.jpg,57.8
WESTE_20220620065500_160.jpg,254.2
OLHOL_20220620193530_160.jpg,13.2
VAREL_20220620150000_160.jpg,112.3
PVRAS_20220620074800_160.jpg,660.0
OLTIR_20220620200430_160.jpg,1.4
AURIC_20220620025800_160.jpg,1.3
OLUOL_20220620193315_160.jpg,13.7
ESREF_20220620025230_160.jpg,1.0
LEEER_20220620124030_160.jpg,178.8
ESREF_20220620083000_160.jpg,487.1
BAZWI_20220620191430_160.jpg,31.3
OLDLR_20220620125230_160.jpg,297.1
VAREL_20220620080300_160.jpg,176.0
BARSE_20220620101500_160.jpg,342.2
OLFLE_20220620115830_160.jpg,301.5
OLTIR_20220620131730_160.jpg,363.1
PAPEN_20220620025800_160.jpg,1.3
OLTWE_20220620025630_160.jpg,1.2
OLMAR_20220620061500_160.jpg,502.0
PVAMM_20220620200300_160.jpg,1.4
LEEER_20220620052800_160.jpg,196.5
PVAMM_20220620081900_160.jpg,402.5
SOEGE_20220620025800_160.jpg,1.3
OLUOL_20220620055730_160.jpg,325.1
BARSE_20220620112130_160.jpg,420.3
PVAMM_20220620173230_160.jpg,282.8
BARSE_20220620072800_160.jpg,543.3
VAREL_20220620041300_160.jpg,121.7
OLEMS_20220620103830_160.jpg,685.7
AURIC_20220620035330_160.jpg,53.8
OLMAR_20220620032900_160.jpg,11.3
BARSE_20220620075700_160.jpg,678.5
PVAMM_20220620034500_160.jpg,18.7
OLTWE_20220620123900_160.jpg,922.5
OLHOL_20220620174500_160.jpg,259.8
OLETZ_20220620193430_160.jpg,13.2
OLDLR_20220620090630_160.jpg,882.3
OLFLE_20220620083100_160.jpg,325.3
PVNOR_20220620112000_160.jpg,329.6
PVNOR_20220620195330_160.jpg,5.2
PAPEN_20220620193300_160.jpg,13.7
OLMAR_20220620025800_160.jpg,1.3
OLTIR_20220620160900_160.jpg,575.8
OLDLR_20220620104830_160.jpg,998.8
ESENS_20220620032300_160.jpg,10.5
PVRAS_20220620084030_160.jpg,587.6
LEEER_20220620183700_160.jpg,107.7
OLEMS_20220620175900_160.jpg,203.3
OLDLR_20220620094200_160.jpg,485.5
VAREL_20220620145330_160.jpg,44.1
OLBFE_20220620114500_160.jpg,1119.4
DOERP_20220620044130_160.jpg,24.3
PVAMM_20220620192030_160.jpg,20.6
OLDLR_20220620062900_160.jpg,98.4
OLTIR_20220620124100_160.jpg,193.7
DOERP_20220620025730_160.jpg,1.3
OLETZ_20220620052500_160.jpg,129.5
OLMAR_20220620132730_160.jpg,183.4
EMSTE_20220620034930_160.jpg,22.1
OLTIR_20220620174000_160.jpg,265.3
OLETZ_20220620133930_160.jpg,315.7
OLMAR_20220620064930_160.jpg,180.3
ESREF_20220620073500_160.jpg,575.6
OLTIR_20220620063330_160.jpg,75.5
WESTE_20220620154030_160.jpg,162.3
BAZWI_20220620105300_160.jpg,944.6
PVAMM_20220620060300_160.jpg,339.1
WESTE_20220620200230_160.jpg,1.4
OLDLR_20220620201030_160.jpg,0.9
OLDLR_20220620175730_160.jpg,246.7
BAZWI_20220620112000_160.jpg,329.6
OLUOL_20220620100030_160.jpg,743.3
PVAMM_20220620085700_160.jpg,268.7
PVRAS_20220620111930_160.jpg,329.6
OLUOL_20220620192715_160.jpg,18.8
PVNOR_20220620102300_160.jpg,375.6
VAREL_20220620025530_160.jpg,1.2
OLUOL_20220620042745_160.jpg,39.8
PVAMM_20220620125530_160.jpg,281.2
LEEER_20220620100930_160.jpg,379.0
OLEMS_20220620115100_160.jpg,244.1
PVAMM_20220620165030_160.jpg,166.4
OLDLR_20220620200630_160.jpg,1.2
OLBFE_20220620083000_160.jpg,487.1
VAREL_20220620130330_160.jpg,295.0
OLUOL_20220620195600_160.jpg,4.6
OLBFE_20220620130100_160.jpg,400.1
OLMAR_20220620121030_160.jpg,257.4
OLHOL_20220620130000_160.jpg,314.3
OLMAR_20220620154200_160.jpg,162.9
VAREL_20220620102530_160.jpg,855.9
OLBFE_20220620104630_160.jpg,225.3
PVNOR_20220620065230_160.jpg,219.0
OLETZ_20220620080200_160.jpg,181.5
PVRAS_20220620164730_160.jpg,167.8
VAREL_20220620062230_160.jpg,108.3
OLFLE_20220620033130_160.jpg,11.6
ESREF_20220620045700_160.jpg,174.5
OLDLR_20220620073900_160.jpg,595.3
VAREL_20220620142100_160.jpg,752.4
OLDLR_20220620164030_160.jpg,460.7
ESREF_20220620114500_160.jpg,1119.4
ESREF_20220620080330_160.jpg,176.0
OLTWE_20220620150700_160.jpg,200.0
OLUOL_20220620041645_160.jpg,59.2
EMSTE_20220620150800_160.jpg,204.3
PVNOR_20220620075830_160.jpg,727.1
BARSE_20220620151630_160.jpg,252.8
OLTIR_20220620141200_160.jpg,315.5
ESENS_20220620025430_160.jpg,1.1
VAREL_20220620080330_160.jpg,176.0
ESREF_20220620150600_160.jpg,191.2
EMSTE_20220620123030_160.jpg,349.3
PVRAS_20220620183730_160.jpg,107.7
PVNOR_20220620122900_160.jpg,347.1
OLHOL_20220620111600_160.jpg,1107.9
OLETZ_20220620095230_160.jpg,286.2
OLDLR_20220620050500_160.jpg,204.7
OLMAR_20220620045030_160.jpg,85.9
ESREF_20220620092630_160.jpg,756.3
VAREL_20220620100000_160.jpg,743.3
VAREL_20220620122400_160.jpg,286.4
PVAMM_20220620191500_160.jpg,31.3
OLFLE_20220620032330_160.jpg,10.5
OLDON_20220620200230_160.jpg,1.4
BARSE_20220620055030_160.jpg,297.6
OLEMS_20220620073900_160.jpg,595.3
LEEER_20220620195530_160.jpg,4.6
PVAMM_20220620034530_160.jpg,18.7
OLMAR_20220620074030_160.jpg,604.3
ESREF_20220620045400_160.jpg,165.5
OLETZ_20220620071700_160.jpg,125.4
OLETZ_20220620100600_160.jpg,437.3
OLEMS_20220620082130_160.jpg,255.9
VAREL_20220620040330_160.jpg,92.0
VAREL_20220620103000_160.jpg,1068.4
OLETZ_20220620130230_160.jpg,587.5
PAPEN_20220620042330_160.jpg,47.0
OLDLR_20220620101230_160.jpg,371.6
OLETZ_20220620051800_160.jpg,233.4
PVRAS_20220620165100_160.jpg,288.0
OLBFE_20220620052730_160.jpg,196.5
LEEER_20220620094230_160.jpg,295.6
PVNOR_20220620184330_160.jpg,45.5
OLFLE_20220620054830_160.jpg,295.2
WESTE_20220620152930_160.jpg,321.5
OLEMS_20220620042030_160.jpg,46.0
WITTM_20220620025230_160.jpg,1.0
OLMAR_20220620113200_160.jpg,277.7
